date,model,total_cost,plan_cost,up_cost,down_cost,emergency_cost,emergency_kwh,waste_kwh,end_soc
2025-05-10,Q4-3_no_adjust,15591.882526618365,15498.624990304364,0.0,0.0,93.25753631400084,42.061496055555914,19531.81546861111,6000.0
2025-05-11,Q2_main,49424.024053615445,35063.925338643574,0.0,0.0,14360.098714971871,3392.171391666665,2487.463994083332,6000.0
2025-05-11,Q2_baseline,58735.45067089501,47059.1349062225,0.0,0.0,11676.315764672503,2638.1941237500005,0.0,
2025-05-11,Q3_main,46181.11881431205,33973.792575152045,1767.5071086668886,0.0,10439.819130493113,2340.9614613194426,2720.6624775416703,6000.000000000001
2025-05-11,Q3_no_adjust,49215.26213022288,33973.792575152045,0.0,0.0,15241.469555070838,3309.4132563888897,2164.2121092222224,6000.0
2025-05-11,Q4-2_main,50145.155620586,35881.851597110006,0.0,0.0,14263.304023475996,3392.171391666665,2487.4639940833317,6000.0
2025-05-11,Q4-2_fixed_strategy,50081.356106676656,35818.052083200666,0.0,0.0,14263.304023475994,3392.171391666665,2487.463994083332,6000.0
2025-05-11,Q4-3_main,47098.96827245274,34803.42758684163,1763.7248452739973,0.0,10531.815840337113,2340.9614613194426,2720.6624775416703,6000.0
2025-05-11,Q4-3_no_adjust,49989.48572895066,34803.42758684163,0.0,0.0,15186.05814210903,3309.4132563888893,2164.2121092222224,6000.0
2025-05-12,Q2_main,44349.96282278485,35321.069470033435,0.0,0.0,9028.893352751416,2563.0256098333334,5953.304867083334,6000.0
2025-05-12,Q2_baseline,55006.5011801427,46914.77712784646,0.0,0.0,8091.724052296247,1814.4050445833332,0.0,
2025-05-12,Q3_main,44565.72396492686,30713.02817224456,5382.838552915409,0.0,8469.857239766894,1816.153081958332,3516.7447683750033,6000.0
2025-05-12,Q3_no_adjust,54119.2043297353,30713.02817224456,0.0,0.0,23406.17615749074,5585.39733272222,1184.3278124722228,6000.0
2025-05-12,Q4-2_main,45951.75575240363,36290.42638702663,0.0,0.0,9661.329365377002,2563.0256098333334,5953.304867083334,6000.0
2025-05-12,Q4-2_fixed_strategy,45885.97213141475,36224.642766037745,0.0,0.0,9661.329365376998,2563.0256098333334,5953.304867083334,6000.0
2025-05-12,Q4-3_main,45687.385877993554,31480.176537840416,5705.870186405515,0.0,8501.339153747627,1816.1530819583318,3516.7447683750033,6000.0
2025-05-12,Q4-3_no_adjust,54814.23413761919,31480.176537840416,0.0,0.0,23334.05759977877,5585.39733272222,1184.3278124722233,6000.0
2025-05-13,Q2_main,43155.51299645669,34960.79618705769,0.0,0.0,8194.716809398997,1995.0838269166654,2907.0217841666677,6000.0
2025-05-13,Q2_baseline,54766.51061050408,46693.712458037,0.0,0.0,8072.798152467081,1653.6950916666663,0.0,
2025-05-13,Q3_main,46008.15411675922,35350.22389352202,2023.975631016859,0.0,8633.954592220338,1839.139292833335,7831.482096202162,6000.0
2025-05-13,Q3_no_adjust,46196.961249826214,35350.22389352202,0.0,0.0,10846.737356304187,2418.9285124722205,5967.194442638891,6000.0
2025-05-13,Q4-2_main,43773.49318348842,35451.62590976959,0.0,0.0,8321.86727371883,1995.0838269166654,2907.021784166668,6000.0
2025-05-13,Q4-2_fixed_strategy,43548.61991709411,35226.75264337528,0.0,0.0,8321.867273718832,1995.0838269166654,2907.0217841666677,6000.0
